,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
38410,29,student,single,tertiary,no,80,yes,no,cellular,15,may,5,361,1,failure,0,0.25,"(17.925, 33.0]",1
23890,37,management,married,tertiary,no,-9,no,no,cellular,29,aug,2,0,0,unknown,0,2.8,"(33.0, 48.0]",0
10036,35,services,married,secondary,no,0,no,no,unknown,9,jun,4,0,0,unknown,0,1.9166666666666667,"(33.0, 48.0]",0
37322,59,blue-collar,married,primary,no,-91,yes,no,cellular,13,may,1,369,5,failure,0,3.9833333333333334,"(48.0, 63.0]",1
13561,39,blue-collar,married,primary,no,3324,no,no,cellular,9,jul,1,0,0,unknown,0,1.8,"(33.0, 48.0]",0
37301,51,admin.,married,secondary,no,42,yes,no,cellular,13,may,2,0,0,unknown,0,1.3333333333333333,"(48.0, 63.0]",0
43055,34,management,single,tertiary,no,2159,no,no,unknown,18,feb,1,0,0,unknown,1,6.433333333333334,"(33.0, 48.0]",0
12266,33,blue-collar,single,tertiary,no,350,yes,no,unknown,24,jun,5,0,0,unknown,0,2.283333333333333,"(17.925, 33.0]",0
25789,52,blue-collar,divorced,primary,no,3990,no,no,cellular,19,nov,1,153,1,other,0,25.8,"(48.0, 63.0]",1
38503,30,management,single,tertiary,no,1761,yes,no,cellular,15,may,2,294,1,other,0,3.816666666666667,"(17.925, 33.0]",1
33844,42,blue-collar,married,primary,no,784,no,no,cellular,28,apr,3,0,0,unknown,0,7.133333333333334,"(33.0, 48.0]",0
44415,80,retired,married,secondary,no,2354,no,no,telephone,4,aug,2,181,3,success,0,3.316666666666667,"(78.0, 93.0]",1
43516,25,student,single,unknown,no,722,no,no,telephone,21,apr,2,0,0,unknown,1,10.383333333333333,"(17.925, 33.0]",0
4241,41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,1,0,0,unknown,0,1.3,"(33.0, 48.0]",0
17403,35,blue-collar,single,primary,no,-631,yes,no,cellular,28,jul,3,0,0,unknown,0,2.066666666666667,"(33.0, 48.0]",0
31961,52,blue-collar,married,secondary,no,8180,yes,no,cellular,13,apr,1,144,1,failure,0,1.35,"(48.0, 63.0]",1
38176,37,blue-collar,married,secondary,no,949,yes,no,cellular,15,may,1,0,0,unknown,0,5.033333333333333,"(33.0, 48.0]",0
9137,54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,2,0,0,unknown,0,1.9166666666666667,"(48.0, 63.0]",0
34480,36,blue-collar,single,secondary,no,767,yes,no,cellular,5,may,1,355,2,other,0,1.0333333333333334,"(33.0, 48.0]",1
14835,26,self-employed,single,secondary,no,166,yes,no,cellular,16,jul,2,0,0,unknown,0,1.3833333333333333,"(17.925, 33.0]",0
35251,41,services,single,primary,no,5907,yes,no,cellular,7,may,1,167,5,failure,0,3.3,"(33.0, 48.0]",1
20397,52,technician,married,secondary,no,989,no,no,cellular,11,aug,1,0,0,unknown,0,5.933333333333334,"(48.0, 63.0]",0
9037,44,services,married,secondary,no,382,no,no,unknown,5,jun,1,0,0,unknown,0,19.45,"(33.0, 48.0]",0
14505,48,blue-collar,single,secondary,no,339,no,yes,telephone,14,jul,4,0,0,unknown,0,2.05,"(33.0, 48.0]",0
36166,45,blue-collar,married,unknown,no,-72,yes,no,cellular,11,may,1,0,0,unknown,0,5.1,"(33.0, 48.0]",0
27854,53,technician,married,secondary,no,529,yes,no,cellular,28,jan,1,0,0,unknown,0,9.3,"(48.0, 63.0]",0
24719,56,self-employed,divorced,primary,no,97,no,yes,telephone,17,nov,1,0,0,unknown,0,3.5833333333333335,"(48.0, 63.0]",0
33526,48,admin.,single,secondary,no,3531,yes,no,cellular,20,apr,2,287,6,failure,0,1.35,"(33.0, 48.0]",1
16507,26,blue-collar,single,secondary,no,5829,no,no,cellular,23,jul,2,0,0,unknown,0,0.6833333333333333,"(17.925, 33.0]",0
10259,51,blue-collar,married,primary,no,2995,yes,no,unknown,11,jun,2,0,0,unknown,0,1.55,"(48.0, 63.0]",0
14880,25,blue-collar,single,secondary,no,158,yes,yes,cellular,16,jul,2,0,0,unknown,0,3.85,"(17.925, 33.0]",0
42163,54,technician,married,secondary,no,0,no,no,cellular,6,nov,5,192,8,other,1,7.733333333333333,"(48.0, 63.0]",1
30259,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,1,195,8,success,0,1.9833333333333334,"(33.0, 48.0]",1
21286,48,unemployed,married,secondary,no,0,no,no,cellular,18,aug,3,0,0,unknown,0,3.25,"(33.0, 48.0]",0
44912,28,management,single,tertiary,no,390,no,no,cellular,29,sep,1,232,4,success,1,14.083333333333334,"(17.925, 33.0]",1
37495,55,retired,married,secondary,no,1279,yes,no,cellular,13,may,3,357,8,other,0,7.433333333333334,"(48.0, 63.0]",1
7852,32,blue-collar,married,secondary,no,1484,yes,no,unknown,30,may,7,0,0,unknown,0,6.05,"(17.925, 33.0]",0
29579,48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,2,0,0,unknown,0,6.15,"(33.0, 48.0]",0
43565,61,retired,married,secondary,no,1058,no,no,cellular,27,apr,3,0,0,unknown,1,2.65,"(48.0, 63.0]",0
35449,38,services,married,primary,no,0,yes,yes,cellular,7,may,1,171,2,other,0,2.1166666666666667,"(33.0, 48.0]",1
18899,33,technician,single,secondary,no,116,no,yes,cellular,4,aug,1,0,0,unknown,0,5.116666666666666,"(17.925, 33.0]",0
41638,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,2,0,0,unknown,1,4.983333333333333,"(48.0, 63.0]",0
29621,36,management,married,tertiary,no,618,no,no,cellular,3,feb,2,0,0,unknown,0,4.666666666666667,"(33.0, 48.0]",0
30896,27,management,married,tertiary,no,1918,no,no,cellular,9,feb,1,0,0,unknown,0,1.0166666666666666,"(17.925, 33.0]",0
24851,46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,1,183,2,failure,0,0.8333333333333334,"(33.0, 48.0]",1
5504,34,technician,married,unknown,no,4053,yes,no,unknown,23,may,2,0,0,unknown,0,2.05,"(33.0, 48.0]",0
40611,61,retired,married,secondary,no,569,no,no,cellular,4,aug,1,0,0,unknown,1,3.65,"(48.0, 63.0]",0
12441,49,admin.,married,secondary,no,2062,no,no,unknown,30,jun,4,0,0,unknown,0,2.2,"(48.0, 63.0]",0
34407,30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,3,362,1,failure,0,2.033333333333333,"(17.925, 33.0]",1
44217,30,management,single,tertiary,no,1268,no,no,cellular,16,jul,4,0,0,unknown,0,1.2166666666666666,"(17.925, 33.0]",0
14576,51,retired,married,secondary,no,509,yes,no,cellular,15,jul,4,0,0,unknown,0,2.0166666666666666,"(48.0, 63.0]",0
43738,73,retired,married,secondary,no,2850,no,no,cellular,17,may,2,28,5,failure,0,2.6166666666666667,"(63.0, 78.0]",1
19638,40,technician,married,secondary,no,192,no,no,cellular,7,aug,2,0,0,unknown,0,4.433333333333334,"(33.0, 48.0]",0
23050,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,4,0,0,unknown,0,1.7833333333333334,"(17.925, 33.0]",0
3488,48,blue-collar,married,primary,no,680,yes,no,unknown,15,may,4,0,0,unknown,0,6.45,"(33.0, 48.0]",0
30227,33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,1,254,5,failure,0,0.13333333333333333,"(17.925, 33.0]",1
41018,50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,1,105,2,failure,0,0.7166666666666667,"(48.0, 63.0]",1
28068,54,housemaid,married,secondary,no,922,no,no,telephone,28,jan,2,0,0,unknown,0,2.05,"(48.0, 63.0]",0
14487,33,admin.,married,secondary,no,1114,yes,no,cellular,14,jul,3,0,0,unknown,0,4.166666666666667,"(17.925, 33.0]",0
29840,37,management,single,secondary,no,655,no,yes,cellular,4,feb,6,0,0,unknown,0,4.3,"(33.0, 48.0]",0
672,49,self-employed,married,secondary,no,1,yes,no,unknown,6,may,3,0,0,unknown,0,4.333333333333333,"(48.0, 63.0]",0
8147,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,2,0,0,unknown,0,10.966666666666667,"(17.925, 33.0]",0
40107,27,admin.,single,secondary,no,827,yes,no,cellular,4,jun,1,107,1,failure,0,1.2166666666666666,"(17.925, 33.0]",1
42296,27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,1,94,1,success,1,3.05,"(17.925, 33.0]",1
21664,45,blue-collar,married,primary,no,487,yes,no,cellular,19,aug,4,0,0,unknown,0,1.8333333333333333,"(33.0, 48.0]",0
21013,47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,2,0,0,unknown,0,0.16666666666666666,"(33.0, 48.0]",0
33741,64,management,married,tertiary,no,679,no,no,telephone,22,apr,3,0,0,unknown,0,2.25,"(63.0, 78.0]",0
41864,45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,1,165,3,failure,0,4.716666666666667,"(33.0, 48.0]",1
39189,33,blue-collar,divorced,secondary,no,865,yes,no,cellular,18,may,2,0,0,unknown,0,2.6333333333333333,"(17.925, 33.0]",0
26744,33,blue-collar,married,secondary,no,3514,yes,no,cellular,20,nov,2,184,2,failure,0,3.566666666666667,"(17.925, 33.0]",1
3154,49,blue-collar,divorced,primary,no,380,yes,no,unknown,14,may,2,0,0,unknown,0,5.816666666666666,"(48.0, 63.0]",0
36399,53,blue-collar,married,secondary,no,248,yes,no,telephone,11,may,2,0,0,unknown,0,3.216666666666667,"(48.0, 63.0]",0
17831,47,services,single,secondary,no,591,no,no,cellular,29,jul,1,0,0,unknown,0,6.616666666666666,"(33.0, 48.0]",0
4449,36,services,married,secondary,no,380,yes,no,unknown,20,may,1,0,0,unknown,0,0.43333333333333335,"(33.0, 48.0]",0
7672,38,technician,married,secondary,no,175,yes,no,unknown,30,may,1,0,0,unknown,0,4.4,"(33.0, 48.0]",0
29162,59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,1,0,0,unknown,0,2.2666666666666666,"(48.0, 63.0]",0
28108,33,management,single,tertiary,no,3770,no,no,cellular,28,jan,2,0,0,unknown,0,12.616666666666667,"(17.925, 33.0]",0
29760,46,admin.,divorced,secondary,no,1342,yes,no,cellular,4,feb,1,0,0,unknown,0,2.25,"(33.0, 48.0]",0
37231,54,blue-collar,single,primary,no,-119,yes,no,cellular,13,may,1,0,0,unknown,0,4.35,"(48.0, 63.0]",0
5864,51,services,married,secondary,no,53,yes,no,unknown,26,may,2,0,0,unknown,0,2.3333333333333335,"(48.0, 63.0]",0
29830,52,management,married,tertiary,no,732,no,no,telephone,4,feb,1,0,0,unknown,0,0.8,"(48.0, 63.0]",0
23615,43,management,divorced,tertiary,no,3327,no,no,telephone,28,aug,19,0,0,unknown,0,2.433333333333333,"(33.0, 48.0]",0
12257,55,technician,married,secondary,no,77,yes,no,unknown,23,jun,2,0,0,unknown,0,6.066666666666666,"(48.0, 63.0]",0
1278,45,blue-collar,married,primary,no,85,yes,no,unknown,8,may,1,0,0,unknown,0,2.7,"(33.0, 48.0]",0
29569,38,admin.,married,secondary,no,384,no,no,cellular,3,feb,1,0,0,unknown,0,6.45,"(33.0, 48.0]",0
42725,27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,1,307,1,failure,0,1.6333333333333333,"(17.925, 33.0]",1
33479,64,retired,married,secondary,no,571,yes,no,cellular,20,apr,2,0,0,unknown,1,23.7,"(63.0, 78.0]",0
38062,33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,2,0,0,unknown,0,3.716666666666667,"(17.925, 33.0]",0
29650,37,services,single,secondary,no,1050,yes,no,cellular,3,feb,3,0,0,unknown,0,9.766666666666667,"(33.0, 48.0]",0
5893,38,entrepreneur,divorced,tertiary,no,504,yes,no,unknown,26,may,3,0,0,unknown,0,1.1333333333333333,"(33.0, 48.0]",0
13150,54,management,married,tertiary,no,3,no,yes,cellular,8,jul,1,0,0,unknown,0,7.383333333333334,"(48.0, 63.0]",0
3714,26,blue-collar,married,secondary,no,246,yes,no,unknown,16,may,3,0,0,unknown,1,19.05,"(17.925, 33.0]",0
39216,31,technician,single,tertiary,no,-241,yes,no,cellular,18,may,2,355,1,failure,0,5.55,"(17.925, 33.0]",1
35707,51,admin.,divorced,secondary,no,74,yes,no,cellular,8,may,2,287,2,failure,0,1.2333333333333334,"(48.0, 63.0]",1
31302,27,admin.,single,secondary,no,464,no,no,cellular,10,mar,1,0,0,unknown,0,1.7166666666666666,"(17.925, 33.0]",0
43171,57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,mar,1,592,2,failure,0,1.0,"(48.0, 63.0]",1
34292,35,services,married,secondary,no,17,yes,no,cellular,4,may,4,0,0,unknown,0,1.8333333333333333,"(33.0, 48.0]",0
18956,52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1,0,0,unknown,1,24.766666666666666,"(48.0, 63.0]",0
20268,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,2,0,0,unknown,1,12.4,"(33.0, 48.0]",0
5707,29,student,married,tertiary,no,149,yes,no,unknown,26,may,4,0,0,unknown,0,6.116666666666666,"(17.925, 33.0]",0
19205,61,retired,married,secondary,no,77,no,no,cellular,6,aug,4,0,0,unknown,1,7.583333333333333,"(48.0, 63.0]",0
4303,28,entrepreneur,married,secondary,no,422,yes,no,unknown,19,may,2,0,0,unknown,0,6.566666666666666,"(17.925, 33.0]",0
7680,35,blue-collar,married,primary,no,2205,yes,no,unknown,30,may,3,0,0,unknown,0,3.316666666666667,"(33.0, 48.0]",0
25193,57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,2,0,0,unknown,0,1.6166666666666667,"(48.0, 63.0]",0
38867,41,services,married,primary,no,4903,yes,no,cellular,18,may,1,180,2,failure,0,2.5833333333333335,"(33.0, 48.0]",1
6133,26,admin.,married,secondary,no,3160,yes,no,unknown,27,may,1,0,0,unknown,0,2.566666666666667,"(17.925, 33.0]",0
6293,34,admin.,single,secondary,no,88,yes,no,unknown,27,may,2,0,0,unknown,0,2.816666666666667,"(33.0, 48.0]",0
24889,51,management,married,primary,no,108,no,no,cellular,18,nov,2,0,0,unknown,0,2.816666666666667,"(48.0, 63.0]",0
21798,42,management,married,tertiary,no,7,no,no,cellular,20,aug,7,0,0,unknown,0,9.7,"(33.0, 48.0]",0
15521,28,admin.,single,secondary,no,305,yes,no,telephone,18,jul,1,0,0,unknown,0,4.616666666666666,"(17.925, 33.0]",0
32012,32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,1,0,0,unknown,0,2.15,"(17.925, 33.0]",0
40497,40,technician,single,tertiary,no,431,no,no,cellular,7,jul,2,0,0,unknown,1,3.0,"(33.0, 48.0]",0
7781,41,housemaid,married,tertiary,no,783,yes,no,unknown,30,may,2,0,0,unknown,0,2.1666666666666665,"(33.0, 48.0]",0
17437,36,technician,married,secondary,no,-342,yes,no,cellular,28,jul,3,0,0,unknown,0,2.8333333333333335,"(33.0, 48.0]",0
10163,38,blue-collar,married,primary,no,8637,yes,no,unknown,11,jun,1,0,0,unknown,0,1.9833333333333334,"(33.0, 48.0]",0
11838,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1,0,0,unknown,1,27.716666666666665,"(17.925, 33.0]",0
27138,37,blue-collar,married,unknown,no,0,yes,no,cellular,21,nov,1,0,0,unknown,0,3.066666666666667,"(33.0, 48.0]",0
2059,39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,7,0,0,unknown,0,2.5,"(33.0, 48.0]",0
44621,36,management,single,tertiary,no,671,yes,no,cellular,1,sep,1,457,2,failure,0,2.683333333333333,"(33.0, 48.0]",1
17700,50,services,married,unknown,no,1688,no,no,telephone,29,jul,2,0,0,unknown,0,2.6,"(48.0, 63.0]",0
2710,57,retired,divorced,primary,no,515,yes,no,unknown,13,may,2,0,0,unknown,0,4.8,"(48.0, 63.0]",0
13738,35,admin.,married,secondary,no,725,yes,no,cellular,10,jul,1,0,0,unknown,0,6.7,"(33.0, 48.0]",0
22954,31,technician,single,tertiary,no,7005,no,no,cellular,26,aug,4,0,0,unknown,0,2.85,"(17.925, 33.0]",0
7911,40,blue-collar,married,primary,no,303,no,no,unknown,30,may,6,0,0,unknown,0,1.7333333333333334,"(33.0, 48.0]",0
42805,34,management,married,tertiary,no,5878,no,no,cellular,29,jan,7,98,3,success,0,2.65,"(33.0, 48.0]",1
28491,51,housemaid,married,secondary,no,1270,no,no,cellular,29,jan,3,0,0,unknown,0,3.466666666666667,"(48.0, 63.0]",0
8375,37,management,married,tertiary,no,1125,yes,no,unknown,3,jun,1,0,0,unknown,0,5.016666666666667,"(33.0, 48.0]",0
36912,37,admin.,married,secondary,no,1193,no,no,cellular,12,may,2,0,0,unknown,0,6.6,"(33.0, 48.0]",0
11658,50,blue-collar,married,primary,no,-141,yes,no,unknown,20,jun,2,0,0,unknown,0,1.0166666666666666,"(48.0, 63.0]",0
24167,33,admin.,single,secondary,no,206,no,no,telephone,13,nov,1,0,0,unknown,0,2.8,"(17.925, 33.0]",0
14518,42,entrepreneur,married,secondary,no,324,yes,no,cellular,15,jul,3,0,0,unknown,0,8.8,"(33.0, 48.0]",0
20798,31,management,single,tertiary,no,363,no,no,cellular,13,aug,2,0,0,unknown,0,1.5666666666666667,"(17.925, 33.0]",0
38902,23,services,single,secondary,no,250,yes,no,cellular,18,may,1,0,0,unknown,0,3.7,"(17.925, 33.0]",0
34431,45,management,married,primary,no,4758,yes,no,cellular,5,may,5,287,6,success,0,10.533333333333333,"(33.0, 48.0]",1
18552,36,management,married,tertiary,no,4359,no,no,cellular,31,jul,6,0,0,unknown,0,1.2333333333333334,"(33.0, 48.0]",0
16250,49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,1,0,0,unknown,0,0.9666666666666667,"(48.0, 63.0]",0
28994,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,1,272,1,failure,1,11.65,"(33.0, 48.0]",1
35155,25,services,married,secondary,no,10,yes,no,cellular,7,may,1,294,1,failure,0,0.85,"(17.925, 33.0]",1
34557,36,management,divorced,tertiary,no,668,yes,no,cellular,5,may,1,0,0,unknown,0,10.383333333333333,"(33.0, 48.0]",0
39914,24,student,single,secondary,no,228,no,no,cellular,2,jun,1,0,0,unknown,0,2.566666666666667,"(17.925, 33.0]",0
32237,42,blue-collar,married,primary,no,244,yes,no,cellular,16,apr,1,0,0,unknown,0,6.716666666666667,"(33.0, 48.0]",0
10264,47,management,single,tertiary,no,0,no,no,unknown,11,jun,3,0,0,unknown,0,0.9666666666666667,"(33.0, 48.0]",0
6178,34,management,married,secondary,no,-294,yes,no,unknown,27,may,2,0,0,unknown,0,8.866666666666667,"(33.0, 48.0]",0
8578,30,management,married,tertiary,no,1476,yes,yes,unknown,3,jun,4,0,0,unknown,0,3.316666666666667,"(17.925, 33.0]",0
36388,38,blue-collar,married,secondary,no,422,yes,no,cellular,11,may,3,0,0,unknown,0,4.766666666666667,"(33.0, 48.0]",0
22872,40,housemaid,married,primary,no,34,no,no,cellular,25,aug,4,0,0,unknown,0,1.9166666666666667,"(33.0, 48.0]",0
34256,34,management,single,tertiary,no,2187,yes,no,cellular,4,may,5,0,0,unknown,0,0.43333333333333335,"(33.0, 48.0]",0
21489,47,technician,married,secondary,no,0,no,no,cellular,19,aug,2,0,0,unknown,0,3.3833333333333333,"(33.0, 48.0]",0
44525,35,technician,single,secondary,no,920,yes,no,cellular,11,aug,2,286,6,failure,0,2.65,"(33.0, 48.0]",1
10962,46,entrepreneur,married,tertiary,no,120,no,no,unknown,17,jun,4,0,0,unknown,0,2.85,"(33.0, 48.0]",0
31267,29,admin.,single,secondary,no,873,no,no,cellular,5,mar,2,0,0,unknown,0,0.6833333333333333,"(17.925, 33.0]",0
30589,38,admin.,single,secondary,no,648,yes,no,cellular,6,feb,2,0,0,unknown,0,1.6833333333333333,"(33.0, 48.0]",0
13177,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,1,0,0,unknown,1,12.166666666666666,"(33.0, 48.0]",0
15789,50,management,married,tertiary,no,230,no,yes,cellular,21,jul,2,0,0,unknown,0,2.4833333333333334,"(48.0, 63.0]",0
21089,44,housemaid,married,primary,no,882,no,no,telephone,14,aug,4,0,0,unknown,0,3.1166666666666667,"(33.0, 48.0]",0
28877,51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,2,0,0,unknown,0,3.95,"(48.0, 63.0]",0
16810,26,services,married,secondary,no,199,no,no,cellular,24,jul,6,0,0,unknown,0,2.316666666666667,"(17.925, 33.0]",0
27644,48,management,married,tertiary,no,7825,no,no,telephone,21,nov,5,0,0,unknown,0,1.2833333333333334,"(33.0, 48.0]",0
10430,37,technician,single,secondary,no,18,no,no,unknown,12,jun,2,0,0,unknown,0,6.016666666666667,"(33.0, 48.0]",0
23409,30,management,single,tertiary,no,4,no,no,cellular,27,aug,3,0,0,unknown,0,0.85,"(17.925, 33.0]",0
26378,56,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,1,0,0,unknown,0,0.43333333333333335,"(48.0, 63.0]",0
20915,44,management,divorced,tertiary,no,3321,no,no,cellular,13,aug,3,0,0,unknown,0,1.2166666666666666,"(33.0, 48.0]",0
1444,32,blue-collar,married,primary,no,289,yes,no,unknown,8,may,4,0,0,unknown,0,0.38333333333333336,"(17.925, 33.0]",0
27656,50,entrepreneur,married,tertiary,no,6825,no,no,cellular,21,nov,9,0,0,unknown,0,0.4,"(48.0, 63.0]",0
41178,47,housemaid,divorced,secondary,no,80,no,no,cellular,19,aug,2,0,0,unknown,0,3.2666666666666666,"(33.0, 48.0]",0
13995,54,technician,married,secondary,no,89,yes,no,cellular,10,jul,3,0,0,unknown,0,2.3333333333333335,"(48.0, 63.0]",0
20580,54,blue-collar,married,primary,no,1849,no,no,cellular,12,aug,4,0,0,unknown,0,2.1166666666666667,"(48.0, 63.0]",0
7989,53,blue-collar,married,primary,no,256,yes,no,unknown,2,jun,1,0,0,unknown,0,3.3666666666666667,"(48.0, 63.0]",0
6493,34,services,single,secondary,no,544,yes,no,unknown,27,may,2,0,0,unknown,0,4.283333333333333,"(33.0, 48.0]",0
17649,56,blue-collar,divorced,secondary,no,934,no,no,cellular,29,jul,2,0,0,unknown,0,6.25,"(48.0, 63.0]",0
33375,40,admin.,single,secondary,no,576,yes,yes,cellular,20,apr,3,0,0,unknown,0,1.9,"(33.0, 48.0]",0
32614,36,services,divorced,secondary,no,543,yes,no,cellular,17,apr,1,269,2,failure,0,1.6833333333333333,"(33.0, 48.0]",1
30999,32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,4,0,0,unknown,0,0.23333333333333334,"(17.925, 33.0]",0
10742,45,management,married,tertiary,no,1847,no,no,unknown,16,jun,5,0,0,unknown,0,1.2833333333333334,"(33.0, 48.0]",0
4729,34,technician,married,tertiary,no,0,yes,no,unknown,20,may,12,0,0,unknown,0,3.0833333333333335,"(33.0, 48.0]",0
2185,49,services,single,secondary,no,5028,yes,no,unknown,12,may,1,0,0,unknown,0,14.85,"(48.0, 63.0]",0
5055,30,technician,single,tertiary,no,1289,yes,no,unknown,21,may,2,0,0,unknown,1,28.283333333333335,"(17.925, 33.0]",0
36331,34,blue-collar,single,secondary,no,213,yes,no,cellular,11,may,1,343,2,failure,0,0.7833333333333333,"(33.0, 48.0]",1
16594,38,management,single,tertiary,no,0,no,no,cellular,24,jul,1,0,0,unknown,0,2.7333333333333334,"(33.0, 48.0]",0
22825,47,technician,divorced,secondary,no,157,yes,no,cellular,25,aug,8,0,0,unknown,0,2.716666666666667,"(33.0, 48.0]",0
28063,47,technician,married,secondary,no,644,no,no,telephone,28,jan,3,160,13,failure,0,0.9,"(33.0, 48.0]",1
