age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,min_duration,age_bin,pdays_contacted
41,admin.,divorced,secondary,no,-365,yes,no,unknown,28,may,10,0,0,unknown,3.7666666666666666,"(33.0, 48.0]",0
30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,6,0,0,unknown,1.7166666666666666,"(17.925, 33.0]",0
27,entrepreneur,married,unknown,no,345,yes,yes,cellular,6,may,1,289,4,failure,7.75,"(17.925, 33.0]",1
33,admin.,married,tertiary,no,899,yes,no,unknown,26,may,3,0,0,unknown,2.65,"(17.925, 33.0]",0
40,technician,single,secondary,no,5637,yes,no,unknown,30,may,3,0,0,unknown,9.216666666666667,"(33.0, 48.0]",0
21,student,single,secondary,no,794,no,no,cellular,5,jun,1,0,0,unknown,3.183333333333333,"(17.925, 33.0]",0
51,admin.,divorced,secondary,no,115,yes,yes,unknown,8,may,1,0,0,unknown,2.2666666666666666,"(48.0, 63.0]",0
47,technician,married,secondary,no,2149,yes,no,cellular,15,oct,1,183,2,success,4.016666666666667,"(33.0, 48.0]",1
32,management,married,tertiary,no,141,no,no,cellular,2,feb,2,0,0,unknown,1.0666666666666667,"(17.925, 33.0]",0
44,management,married,tertiary,no,2876,no,no,unknown,9,jun,1,0,0,unknown,2.0833333333333335,"(33.0, 48.0]",0
58,blue-collar,married,secondary,no,72,no,no,cellular,19,aug,5,0,0,unknown,3.9166666666666665,"(48.0, 63.0]",0
36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,2,0,0,unknown,3.15,"(33.0, 48.0]",0
54,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,4,0,0,unknown,1.8333333333333333,"(48.0, 63.0]",0
55,services,divorced,secondary,no,379,no,no,cellular,27,may,3,219,2,other,4.583333333333333,"(48.0, 63.0]",1
45,services,married,secondary,no,1306,no,no,unknown,11,jun,3,0,0,unknown,2.0833333333333335,"(33.0, 48.0]",0
31,blue-collar,single,secondary,no,411,no,no,cellular,21,may,3,361,1,failure,1.5166666666666666,"(17.925, 33.0]",1
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,1,130,8,success,7.633333333333334,"(48.0, 63.0]",1
31,blue-collar,married,primary,no,224,yes,no,cellular,18,may,1,0,0,unknown,1.9833333333333334,"(17.925, 33.0]",0
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,1,0,0,unknown,8.566666666666666,"(17.925, 33.0]",0
35,admin.,married,secondary,no,34,yes,no,cellular,13,may,2,365,3,failure,4.15,"(33.0, 48.0]",1
46,housemaid,married,primary,no,4064,no,no,unknown,20,jun,4,0,0,unknown,1.0333333333333334,"(33.0, 48.0]",0
59,management,married,tertiary,no,1889,no,no,cellular,21,jul,1,0,0,unknown,4.266666666666667,"(48.0, 63.0]",0
30,management,married,secondary,no,678,yes,no,unknown,15,may,4,0,0,unknown,3.933333333333333,"(17.925, 33.0]",0
35,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,2,0,0,unknown,10.75,"(33.0, 48.0]",0
35,blue-collar,married,primary,no,0,no,no,cellular,31,jul,4,0,0,unknown,0.95,"(33.0, 48.0]",0
57,management,married,tertiary,no,132,yes,no,cellular,29,jul,3,0,0,unknown,2.9,"(48.0, 63.0]",0
29,student,single,tertiary,no,795,no,no,cellular,26,may,1,0,0,unknown,4.3,"(17.925, 33.0]",0
47,housemaid,married,tertiary,no,333,no,no,telephone,21,nov,5,137,1,failure,0.13333333333333333,"(33.0, 48.0]",1
43,blue-collar,single,primary,no,13620,yes,no,cellular,20,nov,1,0,0,unknown,2.1333333333333333,"(33.0, 48.0]",0
54,housemaid,married,primary,no,212,no,no,cellular,12,aug,4,0,0,unknown,1.35,"(48.0, 63.0]",0
42,self-employed,married,primary,no,3641,yes,no,unknown,14,may,1,0,0,unknown,14.483333333333333,"(33.0, 48.0]",0
43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,4,0,0,unknown,2.4166666666666665,"(33.0, 48.0]",0
48,services,married,secondary,no,11516,no,no,unknown,11,jun,8,0,0,unknown,6.65,"(33.0, 48.0]",0
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,1,166,1,other,8.65,"(33.0, 48.0]",1
56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,jun,2,0,0,unknown,0.95,"(48.0, 63.0]",0
30,unemployed,single,tertiary,no,306,no,no,unknown,26,may,14,0,0,unknown,6.2,"(17.925, 33.0]",0
28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,1,0,0,unknown,7.916666666666667,"(17.925, 33.0]",0
40,management,married,tertiary,no,294,yes,no,cellular,23,jul,5,0,0,unknown,1.6166666666666667,"(33.0, 48.0]",0
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,4,0,0,unknown,4.183333333333334,"(33.0, 48.0]",0
45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,2,0,0,unknown,13.466666666666667,"(33.0, 48.0]",0
30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,3,0,0,unknown,2.65,"(17.925, 33.0]",0
32,admin.,single,secondary,no,8626,no,no,cellular,7,dec,1,196,2,failure,3.3333333333333335,"(17.925, 33.0]",1
31,self-employed,single,tertiary,no,84,no,no,cellular,6,aug,4,0,0,unknown,2.6166666666666667,"(17.925, 33.0]",0
30,management,single,tertiary,no,938,no,no,cellular,26,may,2,105,1,other,2.8666666666666667,"(17.925, 33.0]",1
57,housemaid,married,primary,no,0,no,no,cellular,13,aug,2,0,0,unknown,3.15,"(48.0, 63.0]",0
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,may,1,181,5,failure,1.7333333333333334,"(33.0, 48.0]",1
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,2,0,0,unknown,7.55,"(33.0, 48.0]",0
32,blue-collar,married,primary,no,-283,yes,no,cellular,18,may,2,349,2,other,0.4,"(17.925, 33.0]",1
43,blue-collar,married,secondary,no,1096,no,yes,unknown,30,may,1,0,0,unknown,3.0,"(33.0, 48.0]",0
33,management,married,tertiary,no,2907,no,no,cellular,8,aug,1,0,0,unknown,1.9333333333333333,"(17.925, 33.0]",0
40,entrepreneur,married,tertiary,no,121,yes,no,cellular,22,jul,1,0,0,unknown,1.3333333333333333,"(33.0, 48.0]",0
37,services,married,secondary,no,381,yes,no,cellular,15,apr,2,0,0,unknown,5.533333333333333,"(33.0, 48.0]",0
31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,2,842,1,failure,5.083333333333333,"(17.925, 33.0]",1
74,retired,divorced,primary,no,2308,no,no,telephone,16,sep,2,535,2,success,4.183333333333334,"(63.0, 78.0]",1
51,blue-collar,married,secondary,no,1329,yes,yes,telephone,17,apr,2,287,2,failure,2.5,"(48.0, 63.0]",1
67,retired,married,primary,no,4066,no,no,cellular,2,apr,6,0,0,unknown,1.7333333333333334,"(63.0, 78.0]",0
46,management,married,secondary,no,0,no,no,cellular,27,aug,6,0,0,unknown,0.6333333333333333,"(33.0, 48.0]",0
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,5,204,2,success,2.2333333333333334,"(48.0, 63.0]",1
32,self-employed,single,secondary,no,356,yes,no,cellular,27,aug,6,0,0,unknown,8.516666666666667,"(17.925, 33.0]",0
40,management,divorced,tertiary,no,390,no,no,cellular,29,jul,3,0,0,unknown,1.3333333333333333,"(33.0, 48.0]",0
30,management,married,tertiary,no,7,yes,no,cellular,28,aug,1,164,4,other,2.8833333333333333,"(17.925, 33.0]",1
32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,2,0,0,unknown,1.4833333333333334,"(17.925, 33.0]",0
41,admin.,divorced,secondary,no,1076,yes,no,cellular,3,jun,2,391,2,other,1.2833333333333334,"(33.0, 48.0]",1
57,services,married,secondary,no,0,yes,no,cellular,14,may,9,282,3,other,0.26666666666666666,"(48.0, 63.0]",1
32,blue-collar,married,secondary,no,5075,yes,no,telephone,20,nov,2,0,0,unknown,1.5,"(17.925, 33.0]",0
38,admin.,married,primary,no,3,yes,yes,unknown,5,jun,2,0,0,unknown,2.066666666666667,"(33.0, 48.0]",0
44,blue-collar,married,primary,no,0,no,no,unknown,11,jun,2,0,0,unknown,1.8666666666666667,"(33.0, 48.0]",0
48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,2,0,0,unknown,6.15,"(33.0, 48.0]",0
35,blue-collar,married,secondary,no,4723,yes,no,unknown,16,jun,8,0,0,unknown,0.95,"(33.0, 48.0]",0
50,management,married,tertiary,no,29,no,yes,unknown,23,jul,1,0,0,unknown,1.7333333333333334,"(48.0, 63.0]",0
36,management,single,tertiary,no,688,no,no,cellular,2,jun,1,120,1,failure,2.1,"(33.0, 48.0]",1
49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,4,0,0,unknown,2.15,"(48.0, 63.0]",0
35,management,married,tertiary,no,-126,no,no,cellular,22,aug,2,0,0,unknown,1.3666666666666667,"(33.0, 48.0]",0
29,admin.,single,secondary,no,-133,no,no,cellular,18,jul,1,0,0,unknown,1.8,"(17.925, 33.0]",0
61,entrepreneur,divorced,secondary,no,369,no,no,unknown,18,jun,1,0,0,unknown,1.3666666666666667,"(48.0, 63.0]",0
56,retired,married,secondary,no,1333,no,no,cellular,28,aug,14,0,0,unknown,0.2833333333333333,"(48.0, 63.0]",0
50,management,divorced,tertiary,no,318,yes,no,unknown,16,may,2,0,0,unknown,13.133333333333333,"(48.0, 63.0]",0
35,admin.,married,secondary,no,4463,no,no,cellular,18,nov,1,0,0,unknown,1.5,"(33.0, 48.0]",0
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,2,0,0,unknown,3.05,"(33.0, 48.0]",0
39,management,married,unknown,no,4800,no,no,unknown,12,jun,3,0,0,unknown,2.25,"(33.0, 48.0]",0
34,blue-collar,married,unknown,no,11,yes,no,cellular,8,apr,1,0,0,unknown,3.8833333333333333,"(33.0, 48.0]",0
42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,1,0,0,unknown,13.733333333333333,"(33.0, 48.0]",0
37,blue-collar,married,primary,no,1941,yes,no,cellular,20,apr,2,0,0,unknown,2.5166666666666666,"(33.0, 48.0]",0
41,admin.,married,secondary,no,752,no,yes,cellular,8,may,4,0,0,unknown,1.4333333333333333,"(33.0, 48.0]",0
30,services,single,secondary,no,62,yes,no,cellular,21,nov,1,0,0,unknown,1.2666666666666666,"(17.925, 33.0]",0
42,management,married,tertiary,no,559,no,no,cellular,19,aug,1,0,0,unknown,1.4666666666666666,"(33.0, 48.0]",0
47,blue-collar,married,primary,no,799,no,no,cellular,25,aug,4,0,0,unknown,1.1166666666666667,"(33.0, 48.0]",0
57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,3,0,0,unknown,4.766666666666667,"(48.0, 63.0]",0
38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,1,0,0,unknown,4.233333333333333,"(33.0, 48.0]",0
32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,2,0,0,unknown,4.4,"(17.925, 33.0]",0
33,management,married,tertiary,no,26721,no,no,cellular,5,feb,3,0,0,unknown,7.25,"(17.925, 33.0]",0
53,admin.,married,secondary,no,1739,yes,no,unknown,15,may,3,0,0,unknown,1.7166666666666666,"(48.0, 63.0]",0
44,services,married,secondary,no,237,yes,no,cellular,28,jan,2,0,0,unknown,3.533333333333333,"(33.0, 48.0]",0
31,admin.,single,tertiary,no,701,yes,no,unknown,23,may,2,0,0,unknown,5.016666666666667,"(17.925, 33.0]",0
29,admin.,married,secondary,no,445,yes,no,unknown,28,may,2,0,0,unknown,8.15,"(17.925, 33.0]",0
39,management,married,secondary,no,46,yes,no,cellular,26,aug,10,0,0,unknown,4.966666666666667,"(33.0, 48.0]",0
31,housemaid,single,tertiary,no,399,yes,no,cellular,6,may,1,0,0,unknown,5.55,"(17.925, 33.0]",0
43,blue-collar,married,secondary,no,1109,yes,no,unknown,14,may,2,0,0,unknown,2.6666666666666665,"(33.0, 48.0]",0
35,technician,married,secondary,no,51,yes,no,unknown,14,may,2,0,0,unknown,13.733333333333333,"(33.0, 48.0]",0
51,unknown,divorced,unknown,no,1649,no,no,unknown,5,jun,1,0,0,unknown,1.55,"(48.0, 63.0]",0
26,admin.,single,secondary,no,8,no,no,cellular,23,jul,1,0,0,unknown,1.5833333333333333,"(17.925, 33.0]",0
32,management,divorced,secondary,no,-107,yes,no,unknown,3,jun,2,0,0,unknown,3.6,"(17.925, 33.0]",0
45,admin.,married,unknown,no,1577,no,no,unknown,20,jun,4,0,0,unknown,0.26666666666666666,"(33.0, 48.0]",0
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,2,0,0,unknown,2.2333333333333334,"(48.0, 63.0]",0
61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,3,183,2,success,5.816666666666666,"(48.0, 63.0]",1
58,management,married,primary,no,76,yes,no,telephone,18,may,4,0,0,unknown,0.9,"(48.0, 63.0]",0
30,services,single,secondary,no,12,no,yes,cellular,31,jul,31,0,0,unknown,1.7666666666666666,"(17.925, 33.0]",0
34,management,single,tertiary,no,318,yes,no,unknown,5,may,2,0,0,unknown,1.8833333333333333,"(33.0, 48.0]",0
34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,2,0,0,unknown,3.283333333333333,"(33.0, 48.0]",0
50,blue-collar,married,secondary,no,1557,yes,no,unknown,7,may,6,0,0,unknown,4.383333333333334,"(48.0, 63.0]",0
53,management,married,tertiary,no,-601,yes,no,unknown,30,may,2,0,0,unknown,8.483333333333333,"(48.0, 63.0]",0
26,self-employed,single,secondary,no,166,yes,no,cellular,16,jul,2,0,0,unknown,1.3833333333333333,"(17.925, 33.0]",0
29,admin.,single,secondary,no,25,yes,no,cellular,14,may,1,343,2,failure,4.066666666666666,"(17.925, 33.0]",1
59,retired,single,secondary,no,2432,no,no,unknown,11,jun,2,0,0,unknown,3.933333333333333,"(48.0, 63.0]",0
30,blue-collar,married,secondary,no,2,yes,no,unknown,15,may,1,0,0,unknown,16.666666666666668,"(17.925, 33.0]",0
44,management,married,tertiary,no,1945,no,no,unknown,14,may,1,0,0,unknown,3.183333333333333,"(33.0, 48.0]",0
60,blue-collar,married,secondary,no,1130,no,no,cellular,14,jul,2,0,0,unknown,1.0666666666666667,"(48.0, 63.0]",0
56,technician,married,secondary,no,992,no,no,unknown,9,jun,1,0,0,unknown,2.05,"(48.0, 63.0]",0
53,management,married,tertiary,no,1624,no,no,cellular,11,nov,3,97,7,success,2.7666666666666666,"(48.0, 63.0]",1
41,self-employed,married,tertiary,no,355,yes,no,cellular,11,may,1,28,4,other,9.55,"(33.0, 48.0]",1
37,blue-collar,married,secondary,no,121,yes,no,unknown,8,may,2,0,0,unknown,10.283333333333333,"(33.0, 48.0]",0
28,self-employed,single,secondary,no,123,yes,no,unknown,9,may,1,0,0,unknown,1.6166666666666667,"(17.925, 33.0]",0
33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,3,0,0,unknown,2.316666666666667,"(17.925, 33.0]",0
49,blue-collar,married,secondary,no,0,no,yes,telephone,10,jul,2,0,0,unknown,9.4,"(48.0, 63.0]",0
56,blue-collar,divorced,primary,no,12,no,no,cellular,20,nov,2,135,1,failure,4.7,"(48.0, 63.0]",1
24,blue-collar,married,secondary,no,984,yes,no,unknown,26,may,3,0,0,unknown,1.4833333333333334,"(17.925, 33.0]",0
37,admin.,married,secondary,no,1193,no,no,cellular,12,may,2,0,0,unknown,6.6,"(33.0, 48.0]",0
53,admin.,married,secondary,no,465,no,yes,unknown,12,may,3,0,0,unknown,1.5833333333333333,"(48.0, 63.0]",0
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,3,427,2,failure,3.4833333333333334,"(17.925, 33.0]",1
30,services,married,secondary,no,-111,yes,no,cellular,5,may,1,0,0,unknown,2.566666666666667,"(17.925, 33.0]",0
37,services,single,secondary,no,54,yes,no,cellular,18,nov,2,131,1,failure,5.466666666666667,"(33.0, 48.0]",1
35,blue-collar,married,secondary,no,5310,yes,no,unknown,29,may,1,0,0,unknown,1.6166666666666667,"(33.0, 48.0]",0
41,services,divorced,secondary,no,5766,yes,yes,cellular,5,may,1,169,3,failure,4.05,"(33.0, 48.0]",1
58,technician,divorced,secondary,no,469,no,no,unknown,6,may,1,0,0,unknown,3.2666666666666666,"(48.0, 63.0]",0
46,blue-collar,married,secondary,no,870,no,yes,cellular,31,jul,2,0,0,unknown,1.45,"(33.0, 48.0]",0
27,student,single,secondary,no,298,yes,no,unknown,3,jun,1,0,0,unknown,0.8666666666666667,"(17.925, 33.0]",0
62,management,married,tertiary,no,557,no,no,cellular,14,aug,1,0,0,unknown,3.0833333333333335,"(48.0, 63.0]",0
59,technician,married,secondary,no,283,no,no,cellular,25,aug,4,0,0,unknown,4.533333333333333,"(48.0, 63.0]",0
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,2,0,0,unknown,0.85,"(48.0, 63.0]",0
43,admin.,married,primary,no,392,yes,yes,cellular,4,feb,1,208,2,failure,1.8333333333333333,"(33.0, 48.0]",1
22,admin.,single,tertiary,no,897,yes,no,cellular,4,feb,4,0,0,unknown,2.216666666666667,"(17.925, 33.0]",0
24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,3,0,0,unknown,7.75,"(17.925, 33.0]",0
57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5,may,1,0,0,unknown,4.3,"(48.0, 63.0]",0
40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,3,105,2,success,28.366666666666667,"(33.0, 48.0]",1
54,blue-collar,married,primary,no,-51,no,no,unknown,20,jun,10,0,0,unknown,3.3,"(48.0, 63.0]",0
42,blue-collar,married,primary,no,244,yes,no,cellular,16,apr,1,0,0,unknown,6.716666666666667,"(33.0, 48.0]",0
40,technician,married,secondary,no,5811,yes,no,cellular,18,nov,1,0,0,unknown,2.8666666666666667,"(33.0, 48.0]",0
22,student,single,secondary,no,148,no,no,cellular,2,feb,1,0,0,unknown,15.466666666666667,"(17.925, 33.0]",0
40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,2,0,0,unknown,0.9666666666666667,"(33.0, 48.0]",0
28,blue-collar,married,secondary,no,2322,no,no,cellular,8,jul,4,0,0,unknown,1.3666666666666667,"(17.925, 33.0]",0
33,management,married,secondary,no,480,yes,no,cellular,18,nov,2,0,0,unknown,7.033333333333333,"(17.925, 33.0]",0
33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,1,0,0,unknown,2.566666666666667,"(17.925, 33.0]",0
41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,4,0,0,unknown,19.516666666666666,"(33.0, 48.0]",0
25,blue-collar,single,primary,no,116,yes,no,unknown,9,jun,4,0,0,unknown,4.216666666666667,"(17.925, 33.0]",0
33,admin.,single,secondary,no,303,no,no,unknown,8,may,1,0,0,unknown,2.4833333333333334,"(17.925, 33.0]",0
38,technician,married,secondary,no,1696,no,no,cellular,20,nov,2,0,0,unknown,4.45,"(33.0, 48.0]",0
32,blue-collar,single,secondary,no,82,yes,no,cellular,28,jul,4,0,0,unknown,1.4333333333333333,"(17.925, 33.0]",0
51,blue-collar,married,primary,no,462,yes,no,cellular,29,aug,2,0,0,unknown,2.7333333333333334,"(48.0, 63.0]",0
33,blue-collar,single,secondary,no,109,yes,yes,cellular,10,jul,3,0,0,unknown,3.066666666666667,"(17.925, 33.0]",0
37,services,married,secondary,no,4954,yes,no,cellular,14,may,4,356,3,other,4.833333333333333,"(33.0, 48.0]",1
31,entrepreneur,married,tertiary,no,281,yes,no,unknown,6,may,2,0,0,unknown,3.433333333333333,"(17.925, 33.0]",0
29,student,single,secondary,no,1779,no,no,cellular,4,jun,1,0,0,unknown,6.666666666666667,"(17.925, 33.0]",0
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,1,0,0,unknown,3.066666666666667,"(33.0, 48.0]",0
34,blue-collar,single,secondary,no,20,yes,yes,cellular,18,nov,2,0,0,unknown,4.366666666666666,"(33.0, 48.0]",0
42,housemaid,married,primary,no,1523,yes,yes,cellular,25,jul,5,0,0,unknown,9.783333333333333,"(33.0, 48.0]",0
30,management,married,tertiary,no,3330,no,no,cellular,7,aug,6,0,0,unknown,1.8166666666666667,"(17.925, 33.0]",0
32,services,single,secondary,no,0,no,yes,cellular,11,jul,2,0,0,unknown,5.55,"(17.925, 33.0]",0
37,technician,married,secondary,no,123,yes,yes,unknown,6,may,2,0,0,unknown,8.833333333333334,"(33.0, 48.0]",0
33,services,married,secondary,no,109,yes,no,unknown,2,jun,4,0,0,unknown,0.9,"(17.925, 33.0]",0
29,blue-collar,married,secondary,no,457,yes,no,cellular,20,apr,3,341,1,other,1.2,"(17.925, 33.0]",1
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,2,0,0,unknown,16.466666666666665,"(48.0, 63.0]",0
38,admin.,married,tertiary,no,342,yes,no,unknown,4,jun,1,0,0,unknown,18.966666666666665,"(33.0, 48.0]",0
26,student,single,secondary,no,132,no,no,cellular,1,oct,1,119,1,success,3.2333333333333334,"(17.925, 33.0]",1
47,management,married,tertiary,no,2473,yes,yes,cellular,31,jul,2,0,0,unknown,2.033333333333333,"(33.0, 48.0]",0
45,entrepreneur,single,tertiary,no,1678,no,no,unknown,16,jun,2,0,0,unknown,2.216666666666667,"(33.0, 48.0]",0
38,management,married,tertiary,no,89,yes,no,cellular,14,may,1,360,10,failure,1.1833333333333333,"(33.0, 48.0]",1
57,management,married,tertiary,no,1318,no,no,cellular,16,oct,1,185,2,failure,1.9166666666666667,"(48.0, 63.0]",1
53,admin.,married,primary,no,0,yes,no,cellular,8,may,1,298,3,failure,1.4333333333333333,"(48.0, 63.0]",1
34,services,single,secondary,no,49,no,yes,cellular,9,jul,1,0,0,unknown,3.0166666666666666,"(33.0, 48.0]",0
45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,1,113,2,other,1.55,"(33.0, 48.0]",1
34,admin.,divorced,secondary,no,-75,no,no,cellular,3,feb,1,0,0,unknown,2.5166666666666666,"(33.0, 48.0]",0
59,blue-collar,married,primary,no,10,yes,no,unknown,7,may,3,0,0,unknown,2.216666666666667,"(48.0, 63.0]",0
35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,2,240,8,other,5.483333333333333,"(33.0, 48.0]",1
51,housemaid,married,secondary,no,1752,no,yes,cellular,21,jul,8,0,0,unknown,5.583333333333333,"(48.0, 63.0]",0
25,student,single,secondary,no,6400,no,no,cellular,7,aug,1,0,0,unknown,1.6666666666666667,"(17.925, 33.0]",0
42,admin.,married,secondary,yes,-9,no,no,unknown,20,jun,1,0,0,unknown,4.133333333333334,"(33.0, 48.0]",0
45,admin.,married,secondary,no,14,no,yes,cellular,18,may,9,353,5,failure,0.13333333333333333,"(33.0, 48.0]",1
70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,11,162,5,failure,2.8833333333333333,"(63.0, 78.0]",1
37,blue-collar,married,secondary,no,0,yes,no,cellular,2,apr,1,0,0,unknown,7.883333333333334,"(33.0, 48.0]",0
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,may,2,0,0,unknown,4.15,"(33.0, 48.0]",0
40,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,2,0,0,unknown,9.916666666666666,"(33.0, 48.0]",0
